"concert_type","concert_date","concert_title","concert_artist","repertoire_file","repertoire_title","repertoire_artist","repertoire_duration","download_link"
"PERFORMANCE","02 Oct 2011","Anniversary concert with Zubin Mehta and Mahler’s First Symphony","Berliner Philharmoniker | Zubin Mehta","2454-2","Robert Schumann Concerto for Cello and Orchestra in A minor, op. 129 (31 min.)","Johannes Moser Cello","00:31:12","https://world-vod.dchdns.net/hlss/dch/2454-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Oct 2011","Anniversary concert with Zubin Mehta and Mahler’s First Symphony","Berliner Philharmoniker | Zubin Mehta","2454-3","Gustav Mahler Symphony No. 1 in D major (68 min.)","","01:08:57","https://world-vod.dchdns.net/hlss/dch/2454-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Oct 2011","Anniversary concert with Zubin Mehta and Mahler’s First Symphony","Berliner Philharmoniker | Zubin Mehta","2454-4","Interview Johannes Moser in conversation with Walter Küssner (16 min.)","","00:16:26","https://world-vod.dchdns.net/hlss/dch/2454-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Oct 2011","Juraj Valcuha and Nikolaj Znaider with the Violin Concerto by Jean Sibelius","Berliner Philharmoniker | Juraj Valcuha","2456-1","Carl Maria von Weber Euryanthe, op. 81: Overture (11 min.)","","00:11:01","https://world-vod.dchdns.net/hlss/dch/2456-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Oct 2011","Juraj Valcuha and Nikolaj Znaider with the Violin Concerto by Jean Sibelius","Berliner Philharmoniker | Juraj Valcuha","2456-2","Jean Sibelius Concerto for Violin and Orchestra in D minor, op. 47 (39 min.)","Nikolaj Znaider Violin","00:39:38","https://world-vod.dchdns.net/hlss/dch/2456-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Oct 2011","Juraj Valcuha and Nikolaj Znaider with the Violin Concerto by Jean Sibelius","Berliner Philharmoniker | Juraj Valcuha","2456-3","Pyotr Ilyich Tchaikovsky Symphony No. 1 in G minor, op. 13 “Winter Daydreams” (50 min.)","","00:50:25","https://world-vod.dchdns.net/hlss/dch/2456-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Oct 2011","Juraj Valcuha and Nikolaj Znaider with the Violin Concerto by Jean Sibelius","Berliner Philharmoniker | Juraj Valcuha","2456-4","Interview Nikolaj Znaider in conversation with Amihai Grosz (15 min.)","","00:15:11","https://world-vod.dchdns.net/hlss/dch/2456-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Sep 2011","Andris Nelsons conducts sumptuous works of the 20th century","Berliner Philharmoniker | Andris Nelsons","2457-1","Hans Pfitzner Palestrina: Prelude to Act 2 (7 min.)","","00:07:43","https://world-vod.dchdns.net/hlss/dch/2457-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Sep 2011","Andris Nelsons conducts sumptuous works of the 20th century","Berliner Philharmoniker | Andris Nelsons","2457-2","Heinrich Kaminski Dorian Music (30 min.)","","00:30:05","https://world-vod.dchdns.net/hlss/dch/2457-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Sep 2011","Andris Nelsons conducts sumptuous works of the 20th century","Berliner Philharmoniker | Andris Nelsons","2457-3","Wolfgang Rihm Marsyas, Rhapsody for trumpet with percussion and orchestra (second version) (21 min.)","Jan Schlichte Percussion, Gábor Tarkövi Trumpet","00:21:23","https://world-vod.dchdns.net/hlss/dch/2457-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Sep 2011","Andris Nelsons conducts sumptuous works of the 20th century","Berliner Philharmoniker | Andris Nelsons","2457-4","Richard Strauss Der Rosenkavalier, suite (28 min.)","","00:28:54","https://world-vod.dchdns.net/hlss/dch/2457-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Sep 2011","Andris Nelsons conducts sumptuous works of the 20th century","Berliner Philharmoniker | Andris Nelsons","2457-5","Interview Winrich Hopp in conversation with Helge Grünewald (16 min.)","","00:16:54","https://world-vod.dchdns.net/hlss/dch/2457-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 Oct 2011","Simon Rattle conducts “Weltethos” by Jonathan Harvey and Hans Küng","Berliner Philharmoniker | Sir Simon Rattle","2459-1","Jonathan Harvey Weltethos for speaker, choir, children’s chorus and large orchestra.(première) (80 min.)","Dale Duesing Speaker, Händel Children’s Choir of the Georg Friedrich Händel High School, Jan Olberg Chorus Master, Rundfunkchor Berlin, Simon Halsey Chorus Master and Co-Conductor, Hans Küng Concept and text","01:20:17","https://world-vod.dchdns.net/hlss/dch/2459-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 Oct 2011","Simon Rattle conducts “Weltethos” by Jonathan Harvey and Hans Küng","Berliner Philharmoniker | Sir Simon Rattle","2459-2","Interview Simon Halsey on the premiere of Weltethos by Jonathan Harvey (9 min.)","","00:09:41","https://world-vod.dchdns.net/hlss/dch/2459-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 Oct 2011","Pablo Heras-Casado conducts Mendelssohn’s “Scottish” works","Berliner Philharmoniker | Pablo Heras-Casado","2461-1","Felix Mendelssohn The Hebrides, overture in B minor, op. 26 (12 min.)","","00:12:58","https://world-vod.dchdns.net/hlss/dch/2461-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 Oct 2011","Pablo Heras-Casado conducts Mendelssohn’s “Scottish” works","Berliner Philharmoniker | Pablo Heras-Casado","2461-2","Karol Szymanowski Symphony No. 4 for piano and orchestra, op. 60 “Symphonie concertante” (32 min.)","Marc-André Hamelin Piano","00:32:29","https://world-vod.dchdns.net/hlss/dch/2461-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 Oct 2011","Pablo Heras-Casado conducts Mendelssohn’s “Scottish” works","Berliner Philharmoniker | Pablo Heras-Casado","2461-3","Luciano Berio Quatre dédicaces for orchestra (15 min.)","","00:15:16","https://world-vod.dchdns.net/hlss/dch/2461-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 Oct 2011","Pablo Heras-Casado conducts Mendelssohn’s “Scottish” works","Berliner Philharmoniker | Pablo Heras-Casado","2461-4","Felix Mendelssohn Symphony No. 3 in A minor, op. 56 “Scottish” (48 min.)","","00:48:06","https://world-vod.dchdns.net/hlss/dch/2461-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 Oct 2011","Pablo Heras-Casado conducts Mendelssohn’s “Scottish” works","Berliner Philharmoniker | Pablo Heras-Casado","2461-5","Interview Pablo Heras-Casado in conversation with Madeleine Carruzzo (16 min.)","","00:16:06","https://world-vod.dchdns.net/hlss/dch/2461-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","29 Oct 2011","A Beethoven evening with Nikolaus Harnoncourt","Berliner Philharmoniker | Nikolaus Harnoncourt","2463-1","Ludwig van Beethoven Mass in C major, op. 86 (58 min.)","Julia Kleiter Soprano, Elisabeth von Magnus Mezzo-Soprano, Werner Güra Tenor, Florian Boesch Bass, Rundfunkchor Berlin, Simon Halsey Chorus Master","00:58:31","https://world-vod.dchdns.net/hlss/dch/2463-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","29 Oct 2011","A Beethoven evening with Nikolaus Harnoncourt","Berliner Philharmoniker | Nikolaus Harnoncourt","2463-2","Ludwig van Beethoven Symphony No. 5 in C minor, op. 67 (41 min.)","","00:41:16","https://world-vod.dchdns.net/hlss/dch/2463-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","29 Oct 2011","A Beethoven evening with Nikolaus Harnoncourt","Berliner Philharmoniker | Nikolaus Harnoncourt","2463-3","Interview Nikolaus Harnoncourt in conversation with Olaf Wilhelmer (17 min.)","","00:17:07","https://world-vod.dchdns.net/hlss/dch/2463-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","05 Nov 2011","Simon Rattle conducts Mahler’s Ninth Symphony","Berliner Philharmoniker | Sir Simon Rattle","2465-1","Helmut Lachenmann Tableau for orchestra (15 min.)","","00:15:06","https://world-vod.dchdns.net/hlss/dch/2465-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","05 Nov 2011","Simon Rattle conducts Mahler’s Ninth Symphony","Berliner Philharmoniker | Sir Simon Rattle","2465-2","Gustav Mahler Symphony No. 9 (91 min.)","","01:31:13","https://world-vod.dchdns.net/hlss/dch/2465-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","05 Nov 2011","Simon Rattle conducts Mahler’s Ninth Symphony","Berliner Philharmoniker | Sir Simon Rattle","2465-3","Interview Helmut Lachenmann in conversation with Catherine Milliken (13 min.)","","00:13:14","https://world-vod.dchdns.net/hlss/dch/2465-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Nov 2011From the National Concert Hall, Taipei","Simon Rattle conducts Mahler’s Ninth Symphony in Taiwan","Berliner Philharmoniker | Sir Simon Rattle","2477-1","Gustav Mahler Symphony No. 9 (112 min.)","","01:52:55","https://world-vod.dchdns.net/hlss/dch/2477-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 Nov 2011From the National Concert Hall, Taipei","Simon Rattle conducts Bruckner, Ravel and Hosokawa in Taiwan","Berliner Philharmoniker | Sir Simon Rattle","2478-1","Maurice Ravel Alborada del gracioso (9 min.)","","00:09:00","https://world-vod.dchdns.net/hlss/dch/2478-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 Nov 2011From the National Concert Hall, Taipei","Simon Rattle conducts Bruckner, Ravel and Hosokawa in Taiwan","Berliner Philharmoniker | Sir Simon Rattle","2478-2","Toshio Hosokawa Concerto for Horn and Orchestra “Moment of Blossoming” (19 min.)","Stefan Dohr Horn","00:19:48","https://world-vod.dchdns.net/hlss/dch/2478-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 Nov 2011From the National Concert Hall, Taipei","Simon Rattle conducts Bruckner, Ravel and Hosokawa in Taiwan","Berliner Philharmoniker | Sir Simon Rattle","2478-3","Anton Bruckner Symphony No. 9 in D minor (67 min.)","","01:07:30","https://world-vod.dchdns.net/hlss/dch/2478-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Dec 2011","Iván Fischer and Daniel Stabrawa","Berliner Philharmoniker | Iván Fischer","2489-1","Ernő Dohnányi Symphonic Minutes, op. 36 (16 min.)","","00:16:13","https://world-vod.dchdns.net/hlss/dch/2489-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Dec 2011","Iván Fischer and Daniel Stabrawa","Berliner Philharmoniker | Iván Fischer","2489-2","Jenő Hubay Concerto for Violin and Orchestra No. 3 in G minor, op. 99 (35 min.)","Daniel Stabrawa Violin","00:35:55","https://world-vod.dchdns.net/hlss/dch/2489-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Dec 2011","Iván Fischer and Daniel Stabrawa","Berliner Philharmoniker | Iván Fischer","2489-3","Franz Schubert German Dances, D 90 (version for orchestra) (16 min.)","","00:16:50","https://world-vod.dchdns.net/hlss/dch/2489-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Dec 2011","Iván Fischer and Daniel Stabrawa","Berliner Philharmoniker | Iván Fischer","2489-4","Franz Schubert Symphony No. 5 in B flat major, D 485 (34 min.)","","00:34:32","https://world-vod.dchdns.net/hlss/dch/2489-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Dec 2011","Iván Fischer and Daniel Stabrawa","Berliner Philharmoniker | Iván Fischer","2489-5","Interview Daniel Stabrawa in conversation with Christoph Streuli (17 min.)","","00:17:54","https://world-vod.dchdns.net/hlss/dch/2489-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Dec 2011","Donald Runnicles conducts works by Strauss and Elgar","Berliner Philharmoniker | Donald Runnicles","2491-1","Richard Strauss Don Quixote, Fantastic Variations on a Theme of Knightly Character, op. 35 (47 min.)","Amihai Grosz Viola, Ludwig Quandt Cello","00:47:12","https://world-vod.dchdns.net/hlss/dch/2491-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Dec 2011","Donald Runnicles conducts works by Strauss and Elgar","Berliner Philharmoniker | Donald Runnicles","2491-2","Edward Elgar Symphony No. 1 in A flat major, op. 55 (54 min.)","","00:54:13","https://world-vod.dchdns.net/hlss/dch/2491-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Dec 2011","Donald Runnicles conducts works by Strauss and Elgar","Berliner Philharmoniker | Donald Runnicles","2491-3","Interview Ludwig Quandt in conversation with Götz Teutsch (14 min.)","","00:14:29","https://world-vod.dchdns.net/hlss/dch/2491-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","17 Dec 2011","Simon Rattle conducts Mahler’s “Das Lied von der Erde”","Berliner Philharmoniker | Sir Simon Rattle","2493-1","Leoš Janáček The Cunning Little Vixen: Final Scene (22 min.)","Gerald Finley Bass-Baritone","00:22:25","https://world-vod.dchdns.net/hlss/dch/2493-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","17 Dec 2011","Simon Rattle conducts Mahler’s “Das Lied von der Erde”","Berliner Philharmoniker | Sir Simon Rattle","2493-2","Gustav Mahler Das Lied von der Erde (77 min.)","Anne Sofie von Otter Mezzo-Soprano, Stuart Skelton Tenor","01:17:29","https://world-vod.dchdns.net/hlss/dch/2493-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","17 Dec 2011","Simon Rattle conducts Mahler’s “Das Lied von der Erde”","Berliner Philharmoniker | Sir Simon Rattle","2493-3","Interview Anne Sofie von Otter in conversation with Christoph Hartmann (16 min.)","","00:16:17","https://world-vod.dchdns.net/hlss/dch/2493-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Dec 2011","Nicola Luisotti conducts Poulenc’s Gloria and Prokofiev’s Fifth Symphony","Berliner Philharmoniker | Nicola Luisotti","2495-1","Claude Debussy Syrinx for solo flute (5 min.)","Emmanuel Pahud Flute","00:05:26","https://world-vod.dchdns.net/hlss/dch/2495-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Dec 2011","Nicola Luisotti conducts Poulenc’s Gloria and Prokofiev’s Fifth Symphony","Berliner Philharmoniker | Nicola Luisotti","2495-2","Francis Poulenc Gloria for solo soprano, chorus and orchestra (31 min.)","Leah Crocetto Soprano, Rundfunkchor Berlin, Robin Gritton Chorus Master","00:31:00","https://world-vod.dchdns.net/hlss/dch/2495-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Dec 2011","Nicola Luisotti conducts Poulenc’s Gloria and Prokofiev’s Fifth Symphony","Berliner Philharmoniker | Nicola Luisotti","2495-3","Luciano Berio Sequenza I for flute (8 min.)","Emmanuel Pahud Flute","00:08:21","https://world-vod.dchdns.net/hlss/dch/2495-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Dec 2011","Nicola Luisotti conducts Poulenc’s Gloria and Prokofiev’s Fifth Symphony","Berliner Philharmoniker | Nicola Luisotti","2495-4","Sergei Prokofiev Symphony No. 5 in B flat major, op. 100 (51 min.)","","00:51:02","https://world-vod.dchdns.net/hlss/dch/2495-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Dec 2011","Nicola Luisotti conducts Poulenc’s Gloria and Prokofiev’s Fifth Symphony","Berliner Philharmoniker | Nicola Luisotti","2495-5","Interview Nicola Luisotti in conversation with Emmanuel Pahud (16 min.)","","00:16:53","https://world-vod.dchdns.net/hlss/dch/2495-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-1","Antonín Dvořák Slavonic Dance in C major, op. 46 no. 1 (5 min.)","","00:05:13","https://world-vod.dchdns.net/hlss/dch/2498-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-2","Edvard Grieg Symphonic Dance in A major, op. 64 no. 2 (6 min.)","","00:06:06","https://world-vod.dchdns.net/hlss/dch/2498-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-3","Edvard Grieg Concerto for Piano and Orchestra in A minor, op. 16 (32 min.)","Evgeny Kissin Piano","00:32:27","https://world-vod.dchdns.net/hlss/dch/2498-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-4","Maurice Ravel Alborada del gracioso (8 min.)","","00:08:33","https://world-vod.dchdns.net/hlss/dch/2498-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-5","Richard Strauss Salome: Dance of the Seven Veils (10 min.)","","00:10:47","https://world-vod.dchdns.net/hlss/dch/2498-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-6","Igor Stravinsky L’Oiseau de feu (The Firebird), suite (14 min.)","","00:14:30","https://world-vod.dchdns.net/hlss/dch/2498-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-7","Johannes Brahms Hungarian Dance No. 1 in G minor (4 min.)","","00:04:55","https://world-vod.dchdns.net/hlss/dch/2498-7/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 2011New Year’s Eve Concert","The 2011 New Year’s Eve Concert with Simon Rattle and Evgeny Kissin","Berliner Philharmoniker | Sir Simon Rattle","2498-8","Antonín Dvořák Slavonic Dance in C major, op. 72 no. 7 (5 min.)","","00:05:32","https://world-vod.dchdns.net/hlss/dch/2498-8/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Jan 2012","Daniel Barenboim conducts Elgar’s “The Dream of Gerontius”","Berliner Philharmoniker | Daniel Barenboim","2501-1","Edward Elgar The Dream of Gerontius, op. 63 (101 min.)","Anna Larsson Mezzo-Soprano, Ian Storey Tenor, Kwangchoul Youn Bass, Rundfunkchor Berlin, Simon Halsey Chorus Master","01:41:05","https://world-vod.dchdns.net/hlss/dch/2501-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Jan 2012","Daniel Barenboim conducts Elgar’s “The Dream of Gerontius”","Berliner Philharmoniker | Daniel Barenboim","2501-2","Interview Simon Halsey on Edward Elgar’s “The Dream of Gerontius” (16 min.)","","00:16:05","https://world-vod.dchdns.net/hlss/dch/2501-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","21 Jan 2012","Liszt’s Piano Concerto No. 1 with Tugan Sokhiev and Boris Berezovsky","Berliner Philharmoniker | Tugan Sokhiev","2504-1","Albert Roussel Bacchus et Ariane, Suite No. 2 (18 min.)","","00:18:46","https://world-vod.dchdns.net/hlss/dch/2504-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
